label,text
sadness,long illness
sadness,when i found my baby whipped by my auntie i was really sad and up to this moment my sadness is still on
sadness,when i found out that i had failed to pass my exams during the term by one point the fact that exactly the same thing had happened last term did not help
sadness,"finding out that the class leader can go to your lectures , and his english is worse than mine"
sadness,when i had an argument with a friend
sadness,i could n't be with a girl on whom i was very keen
sadness,marriage crises boredom
sadness,i had failed some subjects in mathematics
sadness,the loss of a close relative who was ill with cancer
sadness,a close friend died
sadness,when my ex girlfriend and i discovered that there was a certain risk of her being pregnant
sadness,"two years ago my best friend died in an accident , just a day before my birthray we were very close to each other and i felt very sad at loosing a close friend"
sadness,when i failed at the first entrance exam
sadness,i lost a close friend
sadness,at the death of my friend 's father and especially as this happened ten days before her wedding
sadness,my fianct 's family was adopting a 5 years old boy i felt myself close to him as i never felt before after some time his mother demanded the care of the kid and we were obliged to send him back
sadness,when the neighbour of a friend of mine was stabbed to death by thieves in kabwe they stole his van
sadness,"when i read the diary of the girl with whom i was living , it was about another boy with whom she had been going around some time back"
sadness,when a class mate died
sadness,"a friend of mine was hospitalized after having been diagnosed as having typhoid , he had to forgo his exams and also his ambition of doing a dissertation at the m a level it was a very sad event for me and i felt very sorry for him so i volunteered to stay with him in the hospital"
sadness,i was very sad when i heard that my uncle had passed away untimely at home
sadness,when i came to know that my grandmother had died she was very close to me
sadness,my uncle died i felt sad at the funeral
sadness,"when after a night of sleeping in another 's arms , one wakes alone and knows that the lonely arms of the night are not the same that one meets in the morning"
sadness,after shouting at a friend
sadness,our dog had to be shot because he had killed a roe i liked him very much and so i could not resign myself to that i hated the hunter who shot him
sadness,"once my friend and i got into into a hot discussion on a very controversial topic at one point of the argument i disagreed with her totally and i took what she was saying as an insult so i couter argued and unknowingly hurt her emotionally , i felt very sad about this"
sadness,when my uncle died of leukemia at age 35
sadness,"when i missed the chance of becoming a graduate in mining engineering , after having prayed one week in the church i was not even selected"
sadness,"when i realized that my girlfriend , whom i like , and i were going to separate"
sadness,it was last september when i felt very sad it was when i heard that i was not selected to study in the university of malawi
sadness,a close friend of the family died
sadness,when i got divorced from my husband after ten years of marriage
sadness,girl i was fond of did not initiate conversation as i expected in tutorial
sadness,i did not like it when a little girl was crying for her dead mother and was calling her by her name i was sad
sadness,death of my father he died of laryngeal cancer
sadness,"when my father passed away in 1978 i was left alone with my mother who was very sick so i had to go and live with my aunt , who is very short tempered , till my mother was discharged from the hospital"
sadness,a dear friend was removed from the division whre i work
sadness,a friend died of cancer when he was 18 years old
sadness,when i learned that two of my friends had had a serious car accident
sadness,"my sweatheart were away on a trip , and then she got problems"
sadness,when i was eight years old my father was run over by a car when i saw his body i was sad beyond words
sadness,"i was on my way back from the inter rail , on board the ferry from stockholm when my father called me at 7 o'clock to tell me that my uncle had died and that i would be seeing him off on his final journey within four days"
sadness,i separated with the one i liked most she refused all my dates and told me that she had dated another one my heart seemed to cease beating i was silent for some time and then i whispered goodbye and left without turning back
sadness,thinking about friends overseas
sadness,"after i had lived with my boyfriend in a foreign country for half a year , i saw that it was impossible for me to stay with him \( for economic reasons \) we separated although i loved him"
sadness,when my half brother became seriously ill with cancer and died later
sadness,"i saw a dead child which was not covered , it had been knocked down by a car"
sadness,after my little sister 's graduation from high school my grandmother became very sick she passed away a few months later
sadness,"the day i was to receive my gold medal for the m a , my grandmother , who i loved very much , died after an illness she died a few hours before the convocation while i was attending the convocation i had to control my grief as she would not have liked me to miss it it was a day she had been waiting for , but did not get to see"
sadness,i felt sad when my first boyfriend and i left each other it was neither his fault nor mine
sadness,general ye jianying died
sadness,"a friend of mine , who had repeated a year at school once before , did not pass the final examination and had to take it again half a year later"
sadness,"i missed my twin when i was on the verge of being thrown , which i disliked"
sadness,"when a friend , after being free of drugs for half a year , started using them again"
sadness,"leaving home to move closer to university as an oldest child , this experience was traumatic for both my parents and myself"
sadness,when my grandparents moved to another part of the town
sadness,losing my job that i had for 4 summers i took it personally and cried for 6 hours off and on i wanted to hide away and did for a few days
sadness,"my grandmother died over the summer i knew her very well , she baked great biscuits she was in the hospital but expected to improve and go home soon she died in her sleep"
sadness,i dreamt of my father 's death while i was at secondary school i was screaming at the top of my voice and was woken up by my friend that day i was really sad
sadness,when i learned that a friend of mine had not been speaking to her boyfriend for a week after an argument because of unfounded jealousy
sadness,my father died i was away at the time and did not know until two days after
sadness,i am sad because some relations to friends are not very good
sadness,when i failed one of my courses at school the university of zambia
sadness,my girlfriend let me down badly 3 times in one week these instances summed up all the negative aspects of our relationship which at the time seemed doomed to fail
sadness,"watching an old lady running up the street to catch her bus and miss it , it reminded me of my own mother and how dreadful it would be to be her in the same situation"
sadness,"i felt very sad when i was in form three to notice that my friend barley jumbe , had lost very expensive new sports short trousers"
sadness,"i received a letter from some friends , who do not live in madrid , telling me that they would not come on holiday i had arranged everythiing for them"
sadness,"i suffer form a disease of my muscles however , i cannot talk about it and my feelings , the consequence with my parents they try to repress it"
sadness,when my grandmother died after a long illness
sadness,finding out that my grandfather had died he lived in england and i had not seen him for 10 years
sadness,"when i got into an argument with someone and was very abusive , but they were a close friend and i later regretted it"
sadness,cooks refused to give me food
sadness,we had to finish the life of our 8 year old dog
sadness,"i heard that a friend had died in an accident group situation: suddenly a friend came in and said have you already heard that there was a terrible consternation , silence , then everybody shouted excitedly how could that happen"
sadness,watching suffering in third world country
sadness,when i received a letter telling me that my mother was very ill
sadness,when my elder brother died
sadness,i felt sad and depressed when i heard that our cat had died
sadness,"when i feel lonely , perhaps because i have to study a lot and i am shut up in my appartment nothing happens in particular because there is no time for anything else"
sadness,"while walking through an old mining area , i unwittingly disturbed a wallaby which , in its resultant flight , accidentally fell down a deep mine shaft on investigation it seemed uninjured , but it was impossible for the wallaby to get out , and also for me to get it out of the shaft to prevent its suffering a slow death , i shot it"
sadness,my girl friend left me
sadness,not being accepted by classmates in university
sadness,when i failed two subjects last year
sadness,when my grandmother died i had lived with her for ten years
sadness,a friend told me that he had suffered in love and in academics i shared his sadness
sadness,my mother was working with a knife and we were all laughing heartily she was not able to control the knife and stuck it deep into her hand
sadness,"my boyfriend finished our relationship when i started studying psychology in nijegen , because then we would not be able to meet frequently anymore"
sadness,when my dog died
sadness,the disease and subsequent death of a close acquaintance sadness was accompanied with feelings of powerlessness \( i also experienced sadness in the situation described under guilt \)
sadness,"when a close friend took leave of me , because she went to israel for one year"
sadness,the loss of my mother
sadness,when i was a sr in hs one of the class counselors died of hepatitis she was very sensitive she knew my shyness and drew me out to improve myself image i missed her funeral so i could not publically grieve my parents did n't understand
sadness,i remember being sad whe my aunt 's child died \( 2 days old \)
sadness,when i received the news that my beloved grandmother had died i was at the boarding school and was only 13 years old
sadness,the loss of my father as he died of a massive and sudden heart attack
sadness,when i see children on t v from areas devastated by drought and war
sadness,lost my girl friend
sadness,i felt sad when i heard that my cousin had passed away just suddenly
sadness,china can not even give you good sound systems for an open lecture
sadness,when i found out that i could not go to the concert \( after buying the tickets \) because of a biology test which occurred the morning after
sadness,when a friend died
sadness,i was told that a friend of mine was going to mexico for good
sadness,my father gave money to my brother but not to me
sadness,"the elections of 1982 and 1985 the thought of what a social democrat and communist majority could achieve , especially worker share funds and its extension"
sadness,when my grandmother passed away
sadness,i put in two years of hard work and it was neither looked at nor appreciated
sadness,"i was watching a sunset after my latest boyfriend left me and i realized that we would never watch sunsets again , probaly never see eachother again and none of it mattered"
sadness,my father told me in the letter that my mother is ill
sadness,"when i was in primary 6 , my father died i was very young then and did not know what had happened the weeping of my relatives and my tears made me sad"
sadness,when i got separated from the man i loved so much
sadness,my got my mathematics test 's marks and could not believe that it was true in the past i would have at least 80 marks was i getting weaker at studies \? this made me feel that i should not expect too much from going to the university
sadness,one of my relatives became seriously ill i felt sad because i did n't know if she will ever be the same again
sadness,"the last time i felt sad and disappointed was when i did not do as well as i had hoped in one of the final exams as compared with the earlier exams , the questions , i think , were unjust"
sadness,"i met a girl some time ago and i cared very much about her but it happened so that we left each other i felt some sort of sadness , i think i can call it so"
sadness,"after studying a lot for my h s c exams , i could not make it to the medical stream and i felt sad about this"
sadness,when my grandmother died i had a stronger relation to her than to my mother
sadness,it was only once that i really felt sad: at my grandfather 's funeral \( after a long time of suffering he had died of cancer \)
sadness,when my grandfather died
sadness,"the day that the results of the college entrance examinations for the s paulo university were published and i did n't find my name on the list entering this university was my greatest wish , and the fact of not having succeded caused a great frustration , and not only sadness"
sadness,the death of my mother in law after a long sick bed at the moment of dying i was with her
sadness,for the girl who halped me go on living and made me happy when i do n't see her even for two or three days
sadness,when i had stayed abroad for a long time and i had remembered about my friends and relatives i felt sad and i wanted to see them as soon as possible
sadness,to fight with a sister and to know that she does n't care
sadness,my examination results were not satisfactory even though i had tried my best then i started wondering about my abilities for the major subject however i did not know how to choose my major subject if i were to change it
sadness,when a close friend of mine collapsed and passed away and the illness was not known
sadness,some colleagues decided to go out on a saturday not inviting me to decide either the place nor the time
sadness,"recent break up of seriors long term relationship , helped along by would be in laws"
sadness,when my mother was very sick and almost died
sadness,i was forced to leave an unforgettable friend
sadness,"a young , close relative of mine died , leaving behind a baby a few months old"
sadness,when my grandmother passed away
sadness,when my dog died i had reared it for nearly three years it had been ill for several days and had not eaten anything one morning i found it dead
sadness,when i heard the news that my brother had passed away it was the first time that i lost a brother
sadness,a friend of mine could not make it back to unza after having failed the exams
sadness,"when the grandmother of my friend died in a hospital my friend was crying and i was sad , too"
sadness,at the death of a close relative
sadness,when i heard that my nephew had passed away
sadness,the day i woke up to find that a kitten i had wanted to keep had been eaten by the neighbour 's dogs it had been locked out by my wife who claimed that it had dirtied the sheets
sadness,guy i cared for went back to canada to live
sadness,when one of my closest friends died unexpectantly
sadness,"the news of the natural calamity , an earthquake in which hundreds of mexican people died"
sadness,"i partly colored my hair black my mother did n't like it and reproached me to be a subversive element later on she stated that this was due to my friends as i see it , this all resulted from colouring my hair"
sadness,"after blowing up and saying all the wrong things , i realized what i had done and hurt that person and myself"
sadness,"when i said good bye to my girlfriend i had spent two years on developing this relationship and it was unsuccessful , i felt very sad"
sadness,"i tried my level best to care for my client , i took an appointment with a doctor and before meeting the doctor he expired a poor small boy from uttar pradesh"
sadness,the loss of a very good friend
sadness,when i was in lower six class during the summer i joined a research group of the chinese university student union i knew a lot of cv students there a year later one of them was travelling in mainland china and he got t b he died a few weeks after coming back to h k we all got together for the funeral and when i looked at the body for the last time i felt extremely sad
sadness,when an earlier friend was spreading negative rumours about me
sadness,when i realized that i was in hospital after a car accident and that i had a scleral tear in my left eye
sadness,"when my boyfriend was changing his behavior there was something wrong , i felt sad , because it 's desagreable when a relationship is ending"
sadness,sometimes i experience sadness for the sports high school and for my unrealized dreams in the sport anyway there i spent six years of my life
sadness,"when my aunt , whom i had loved very much , died when i heard about her death , i was not as touched as at the funeral i really became conscious of her death at that moment"
sadness,"at my grandfather 's funeral i remembered that the thing he liked and respected most was earth , i thought that he had attained what he wanted and was not separated from it any longer"
sadness,about two years ago my girlfriend suggested that we separate this really gave me a shock as i had never thought that she would say such things the reason she gave me was that we were not suited for each other
sadness,i received a letter form home telling me that my sister was very sick
sadness,this happened when one of my uncles died just whan i was planning to go and visit him during the next holidays
sadness,when my father died
sadness,when one 's studies seem hopelessly difficult and uninteresting
sadness,recently i felt very sad without any reason it lasted for a few days there was nothing i liked in that period
sadness,a break up with someone i really liked
sadness,finding out that china is still backward in science
sadness,my father wo n't be so pleased with me as if i was elected three good
sadness,my cat died painfully and slowly
sadness,all my friends arranged to go for an afternoon snack and they did not tell me they told me that they did not have my phone number but i do not think that this was true
sadness,after my father 's death
sadness,the same as for shame and disgust i was asked to resign my sorority which i did because i was ashamed
sadness,when i had to come back from my village last christmas
sadness,i felt very sad when a friend of mine failed the final exam and she could not be accepted at the institution of learning
sadness,"when my grandmother , who has been living with us for 14 years , had a stroke and was left paralysed on one side she has been quite close to our family and to see her suffer in this way makes me feel really sad"
sadness,when a friend left me and went back home for good
sadness,the second time i went to the entrance exam to v s p and did n't get approved
sadness,my mother was unwell and went for many cancer tests she spent time in hospital being opened and closed many times
sadness,this morning during my sleep i had a feeling that someboby was attacking me i started crying in my sleep and then my room mate woke me up
sadness,when my first girlfriend an i left each other
sadness,"my father resigned from work , and soon after this his elder brother died the next day my granny died \( my mother 's mother \) my dad remains the only living member of his family"
sadness,"my grandfather died he lived almost as a recluse not caring for himself as well as he should dad and we all helped as much as we could , but it did n't save him from himself it was an unexpected death his second de facto wife was lucky she was n't jailed"
sadness,my elder brother had been expelled from college and he was so frustated that he attempted suicide he drank bottle fragments i was very sad when i learnt this
sadness,did badly in an examn
sadness,when i realized that i could not communicate properly with my closest friend
sadness,my parents failed to visit me as they promised
sadness,when my grandmother passed away
sadness,the inability to read a book at college
sadness,a friend of mine who was driving a car ahead of me died in a car accident
sadness,"when my husband lied to me , tricked me and when i had to leave my home"
sadness,"moving to an unknown place , away from the familiar surroundings and into a situation of loneliness"
sadness,when i deeply felt that i could lose the person i love best because of my foolishness
sadness,my grandfather died thirteen years ago
sadness,when i heard that my father had been involved in a car accident in lusaka this happened when he had gone to get the car which had been stolen in lusaka
sadness,"it was at the time of my m sc exam , when i was not in a position to take the exam after having studied seriously"
sadness,getting ill
sadness,a close friend of mine had not contacted me for a long time
sadness,"after some friends had come to see me they had stayed for several days and we had got on very well when they had left , i had a feeling of emptyness"
sadness,when i was 10 11 years old my father travelled very much for his work \( he passed three months away from home \)
sadness,"when i heard about the death of frantois truffaut , the french motion picture director , on the radio i had planned to go and see his last film"
sadness,my best friend had a relatively severe illness i was sad because she was suffering
sadness,"a and i were walking along the new asia stairway to the chung chi college for our lecture and i saw him with her he put one arm around her shoulder and laugher brightly and joyfully i did not dare and did not want to look , just walked by them quickly the interest of talking to a disappeared and i just wanted to remain silent but i did not want a to know and so i left him and went to f i should have expected this to happen"
sadness,"when i lost my father on the 25th of september , 1970 he died of a sore on the leg"
sadness,for not having succeded in getting the job as a translator that i wanted
sadness,i have high expectations for my future but if i pursue the subject in this manner i will not attain this
sadness,when i caused much pain and sorrow to my boyfriend by finishing our relationship
sadness,this sounds really predictable and usual but it was absolutely heart rending at the time my first lover \( i was 15 \) just rang up one day and announced that he had found another woman i never saw him again and it hurt because i was positive that it was true love ! !
sadness,when i was a child i was playing on the upper deck of the bed with my brother my parents slept on the lower deck my father felt disgusted and beat me up i felt very sad as my father had never beaten me or scolded me before
sadness,when i did bad on a chamistry midterm which i could have done well
sadness,hearing about a friend back home that had to have his stomach pumped because he had overdosed on pills
sadness,when a friend of mine died in a hiking accident i was not present there and only got the news later
sadness,when the man i loved decided to leave me forever
sadness,"several years ago my mother died she had been ill for a long time , but nevertheless her death came unexpectedly i did not and i still do not want to believe that it is true"
sadness,"when a close friend , residing in the hostel , lost his father i really pittied him and the situation made me feel sad"
sadness,i slept in a tent at the barracks which caught fire at night and my best possessions got burnt in there
sadness,failing examn
sadness,my brother in law was dying of cancer to see him wasting away was very sad
sadness,when my brother 's visa for the u s a got cancelled
sadness,i missed the last tram home and had to walk in the pouring rain
sadness,i felt sadness when i remembered my former boyfriend with whom i got separated an year ago and when comparing him with my present one with whom things are not much of a success
sadness,when my cousin passed away unexpectedly and tragically \( a murder \)
sadness,when my beloved grandfather died
sadness,diagnosis that i have a stomache ulcer
sadness,"i was alone in my parents' house , having made plans to spend the afternoon with a lover \( plans which the lover cancelled \) , watching a movie and considering my life and circumstances pressures of examinations in particular"
sadness,my son lives in the country i feel sadness when i see mothers having walks with their children
sadness,my uncle was beaten by his troublesome son he fell unconscious and gained consciousness after some time that time i was at school this news reached me through someone
sadness,"when we decided , my boyfriend and i , that we would separate , i realized that he would have wanted to continue our relationship and the coming separation hurt him"
sadness,"upon moving away from home for the first time to a different city , i felt no longer under the wing of my parents even though they would always be there to help me i felt a sense of loss , i was now all alone in the world , responsible for my own actions"
sadness,"i felt very sad when i lost my three kwacha at civo stadium when sam mangwana was playing some rumba records that was not what i expected , i wanted some disco records"
sadness,the day my teacher of latin and french died
sadness,i felt sadness when i had to get separated from the woman i loved who had to leave for her motherland
sadness,heard about someone telling lies about me to my best friend
sadness,i was going to go on a vacation to texas this summer but was unable to go because of registration
sadness,saw a father beating up his small child
sadness,the thought of having to read a boring book of 400 pages in english
sadness,"a close relative was at odds with a very powerful firm all his things had been taken , his dad had died a little before this event he gathhered his children and vowed to give them a good life with a new start the words were hollow , he bit back his tears i asked to be excused and then went and cried in the loo"
sadness,when i read a lot and did not remember anything
sadness,when i heard my sister got in a bad car accident
sadness,"when my wife died in hospital , she was pregnant and had undergone an operation"
sadness,i was once nominated as an officer cadet in the armed forces and my name was cancelled on the list of nominees of those who were sent to kenya for training
sadness,when i realized that it did not make much sense to start a relationship with a girl who was not very constructive to establish a firm relationship
sadness,i met some nice people during my holdidays when they left i knew that i would never see them again
sadness,my sister bkoke her leg
sadness,death of my father
sadness,we got news that my \( almost \) 21 years old brother died while visiting europe of a cerebral hemorhage it finally hit me an hour after we saw his corpse in the coffin it felt like a door between himself and everything had closed and locked forever
sadness,not winning a medal in the swimming contest
sadness,the death of my twin sister suicide
sadness,"i wanted to be pregnant and did not succeed , so i was depressed at every menstruation"
sadness,"4 years ago my family decided to move from new york to california from the time we decided to move until the time we left , i realized how much my friends cared for me when we left and for a long time after that i was very sad"
sadness,"it was mid may 1985 , when we had a test on nursing my classmate had an answer sheet , so he tried to peep the nursing tutor caught him during this time i was turning my question paper and it made noise this friend blamed me of causing the whole matter for him to be caught"
sadness,"sadness , no , i felt something much stronger when my father died"
sadness,hearing of the death of a friend who had been skiing
sadness,social situation at the pub a close friend of 2 years told the group around us of advances i had made
sadness,when i came to know that my feelings for someone were not reciprocated
sadness,when i heard the news of my grandfather 's sudden death
sadness,when they told me that my grandfather was rather ill
sadness,my grandfather 's death
sadness,i had a quarrel with a good friend about the fact that i did n't pay her a visit when she expected me to come hereafter i was very sad because it became a real quarrel
sadness,i asked a girl out on a date and she said no
sadness,when i noticed that i do many things to the pregiudice of myself
sadness,when the girl whom i have lusted after expressed reciprocal feelings and then days later changed her mind
sadness,when i think that i will probably never have a genuine contact with my parents
sadness,when i was told that a good friend was seriously ill
sadness,"when i missed my train this morning , i felt sad for some time"
sadness,often a dog which is treated very badly by his owner comes to us
sadness,last year when i worked during the summer holidays and studied at the same time for an examination i had to repeat my boyfriend went to greece for a holiday for a month
sadness,"my paternal grandmother had died we were n't close but she was blood i did n't cry but i was sad , partly due to her death and partly i think , due to the fact that i could n't did n't cry"
sadness,when i forgot the lyrics during a song contest
sadness,"departure of a very close friend for a long stay overseas , sharing in the sorrow of her parents who were left behind"
sadness,when my boyfriend did not turn up in time as he promised he would be coming
sadness,"my grandfather died , when i was an exchange student in the usa"
sadness,i feel sad when somebody is unjust to me
sadness,when our dog died
sadness,"the funeral of a friend who was killed in a car accident she was of my own age , there were many of my own friends present , as well as her family etc"
sadness,from the fact that my husband and i are not in good terms
sadness,death of a pet rabbit we had to give it away because my brother became allergic to it we gave it to a man who kept animals and lots of other animals for children to watch we went to visit our rabbit it was badly beaten by the other rabbits and eventually died
sadness,at my grandfather 's death
sadness,i had drunk a couple of beers and my fiancee got angry at me
sadness,at a prolonged separation with my family
sadness,when the thing that made my friends and relatives sad happened to them
sadness,my brother is a soldier he promised to come home in a furlough but in the last moment he phoned and said that he could not come
sadness,disappointed love the girl made an end to our relationship while i thought she was in love with me
sadness,it was extremely sad to me when i heard that a patient who i was taking care of in hospital had passed away he had some abdominal pains
sadness,"when i knew that a person that i liked very much did n't react the way i would like to , even that i knew about his feelings for me"
sadness,when my last relation broke up
sadness,i heard of the death of a closefriend of mine i had gone camping with him shortly before his death and the whole thing seemed very sudden to me
sadness,death of a parent
sadness,when i had to leave home to go to some other place to study
sadness,"a friend of mine lent me his apartment for holidays and besides this he was a fine person months later i knew that he died tragically in a moto accident he was very young , and i felt sad and could n't believe it \( until today \)"
sadness,being misunderstood by friends
sadness,"i was on a class excursion , by boat to stockholm at night my class mates prepared to clebrate their motive in life which was life is merriment i felt depressed about the way they sought happiness"
sadness,a friend breaking up with her boyfriend
sadness,when my cousin passed away during the holidays at home he fell ill at night and the next day he died in the evening
sadness,"i tried to talk to my parents over the phone , as i wanted to go home for the week end and i knew that i would not be able to bear it i tried to reduce the gulf and the conflict between us by talking in order to unite our worlds result:hysterical mess , blinding and blaming"
sadness,"the holidays come to an end , and the next day we had to go back to university and to the exams"
sadness,when my best friend got a boyfriend because of this a relationship of ten years was finished abruptely
sadness,when my studies are too demanding and i cannot cope with it
sadness,when my parents and sister went on a trip and i was separated from them for about three months
sadness,"my mother died of cancer after a 4 year illness i think the most pregnant moment of sadness was the next morning , just as the sun rose"
sadness,"i lost my grandfather whom i loved very much i had not known that he had been ill for a very time , when i received this message he was already dead"
sadness,i was watching a sad film and it affected me deeply
sadness,due to some reasons my boyfriend and i decided to separate
sadness,when one of my best friends commited siucide during these holidays
sadness,my sister lost one of her twin sons \( my first nephews \) and then the older one died a week later
sadness,death of the family dog
sadness,when my dog died
sadness,"three weeks ago a friend of mine bid me good bye before going abroad i felt happy for her as she was achieving something by making the trip , but i also felt sad as i would not be seeing her for a long time"
sadness,"got a package from my parents , without even a small note enclosed"
sadness,when the mother of a good friend of mine died
sadness,at end of school function to celebrate \? leaving friends who i 'd known for up to 12 years
sadness,death of grandfather \( unexpected \)
sadness,death of general ye jianying
sadness,when my girlfriend was afraid and anxious the day before taking her exam
sadness,"when i learnt that i had failed an exam , this not only influenced my emotions but also other important tasks , it also made my record imperfect"
sadness,hearing about developments of sience in the west a lot better than china
sadness,"my boyfriend with whom i had a longlasting relationship , fell in love with another girl , then he asked me something which implied that he loved that girl more than he loved me"
sadness,i did n't get the job i wanted
sadness,i knew a girl so lovely that everyone would like her but she refused to accept my christmas present and i tried to forget her
sadness,when i got a message that my child was not feeling well
sadness,when i could n't go for a trip with my friends in a holiday
sadness,"when i became conscious that men do n't wnat anything they do n't have a goal they have: sex , but this is n't important"
sadness,one of my best friends was hurt by a girl he loves
sadness,when out of work
sadness,i lost my purse that had money in it i was sad until i found it
sadness,when i heard that my uncle had passed away in a road traffic accident
sadness,when i had to leave my mother and my sister after a week 's visit
sadness,"after hearing the news about the death of my sister , i felt very sad"
sadness,this monday i took a math 1bs test and flunked for the second time
sadness,i had to leave my girlfriend for 4 weeks because of my studies this happens frequently the last 24 hours before my departure are always very depressing
sadness,when i saw the film johnny got his gun which deals with the consequences of the vietnam war
sadness,finding out that the girl i like does not like me
sadness,"when the train taking me to my military service left the station , on the platform remained relatives , projects and goodtimes i had a hard year ahead"
sadness,"two little children \( 5 6 years old \) begging for money , and noone gave them money"
sadness,finding out that the university will give first priority to qualified practioners and clinical years to go to your english lectures
sadness,"when a friend , who has been with me at school , failed to make it to unza"
sadness,"one day , i was home and there was a phone call informing me that some of my relatives had died in an accident"
sadness,"my mother suffers from a mental illness one night she was not feeling well and was sent to the hospital i was scared that she would die , and all night i was very sad and did not dare to close my eyes"
sadness,a person close to me told me that his positive regard depended on my conduct
sadness,a girl i love does not love me
sadness,talking to a very good friend who had just had a very bad experience which was changing his whole way of looking at life etc
sadness,"when i applied for a job which i thought i had a good chance of getting , i was not even granted an interview and did not get the job"
sadness,i felt sad when a friend of mine died and i felt that something had irrevocably gone away from me
sadness,when i received the news that my in laws had passed away i depended heavily on them for their guidance and the running of their daughter 's buisness
sadness,"when i am , in my opinion , not understood correctly"
sadness,when my boyfriend took me to his father 's grave
sadness,when my mother died in august 1978
sadness,my mother 's death
sadness,the sadness came to me when i heard that my girlfriend whom i loved so much got married to another man before a rebuff from her
sadness,"i had been separated from my girlfriend for about a year on her birthday i put a present in her mailbox i had spent two days choosing a suitable present for her i waited for a few days and there was no reply from her at last i received a thank you card in my mailbox on the card there was only my name , the words thank you and her signature i was very sad then"
sadness,when my parents got divorced
sadness,i was very sad when i heard that my brother had failed the standard 8 exams for the third time
sadness,i feel sadness from the fact that i was not born with a better appearance
sadness,a good friend quitted me after he had behaved in a strange manner
sadness,"when my car froze , and i could not start it"
sadness,the dying of a close member of the family
sadness,"i left my home in melbourne to come to q'land to study and before i hopped in the car i hugged my mother and shook hands with my father sensing immediately my father 's sadness , i also had a flood of the same emotion"
sadness,when the relationship with my girlfriend broke up
sadness,close friend leave to go overseas for an indefinite period farewell scene at airport
sadness,i had a long discussion on politics with an acquaintance he was more knowledgeable than me and i failed to explain my point of view and was misunderstood so i felt depressed and left
sadness,"when i realized the burden it was for my mother to look after all of us , all by herself"
sadness,"i have once been very sad and lonely this was when i was trying to organize a play as a student \( 15 years \) instead of materializing , it fizzled out the worst thing was that the play fell apart completely and i found myself weeping uncontrollably now when i think of it , i laugh it off but at that time it was intense"
sadness,"i felt very sad when i had to give up something that by right was mine and although i did n't get it , a kind of suvenir that people do n't give you the right to have"
sadness,"i was terribly upset when my kitten got hit by a car he did n't die , but for several weeks we thought he might have to be put down"
sadness,"losing close people and animals so far , i 've felt most when losing our dog in a traffic accident"
sadness,after training for an australian championship competition for a year and then injuring myself 2 weeks before the competiotion
sadness,watching 11 am they had a programme on the starving refugees their plight was a source of sadness for me
sadness,after an exam which i failed
sadness,you ignored the fact that we could not hear you at the back
sadness,i felt it when i was at home and saw a discussion without sense between my parents
sadness,when my father passed away
sadness,"a person i really like left for overseas for a few months , i had hoped to go out with her soon"
sadness,"during a summer holiday a french girl and i had becoe back home , i felt very sad"
sadness,my roommate 's sister committed suicide
sadness,"it was the time i went home for my holidays only to find that my sister had passed away the news had been hidden from me , so that i could take my exams"
sadness,a \) a documentary in which baby fur seals were being clubbed spiked to death by canadian seal hunters brutally graphic b \) description of a disfigured orphaned child in hiroshima calling for her mother
sadness,"it was a complex situation concerning a relationship with a boyfriend , i had broken the relationship for some reasons meanwhile , as i felt it , i had most sorrow"
sadness,when i watched the t v programme called the living planet and saw the far reaching environmental destruction caused by man
sadness,"when i left all my friends at school \( break up \) knowing we would probably all go our separate ways , and none see one another for a long time"
sadness,"when i heard that my girlfriend was getting married to another person , i felt very sad that day i did not eat anything and kept thinking of her all day long"
sadness,"a close acquaintance of the family died of lung cancer although it was expected , i still felt depressed"
sadness,i felt sad with the two situations i described before the cat and the school sadness was intermingled with the other feelings
sadness,i received a message that my elder brother was involved in a car accident and was admitted in hospital
sadness,after an operation i had to stay in bed for a long time
sadness,"when i received the s y j c results , the marks i obtained were not up to my expectations and i missed admission in engineering"
sadness,when my grandfather died
sadness,when a close friend of mine who was with me in first year could not make it to the second year
sadness,i met again a very good friend after a year and realized that there had grown a certain distance between us
sadness,when i left my boyfriend i found another girl at his home but he did nothing to relieve the situation
sadness,"when i learned that my former boyfriend had become engaged although i was glad that he had found what he wanted , i was very sad at my own personal loss , since i had always hoped we might one day reconcile"
sadness,treatment to become pregnant with a negative result
sadness,when the result of a project work was treated nonchalantly intead of being criticized by the teacher
sadness,my grandmother died suddenly last summer
sadness,"an uncle of mine who just retired , having worked hard all his life , got a cerebral hemorrhage"
sadness,"i finished the relationship with my boyfriend , after having felt myself very unhappy for a long time"
sadness,i experienced this when my maternal grandmother passed away she was the last of my grand parents to pass away
sadness,my father 's death in january 1983 moved me deeply the gloom prevailed for almost two years and i am still to recover from it
sadness,"a relationship in which i had put my trust , broke up i was sad when i realized how easy it is to forget something that one had once regarded as great and significant"
sadness,when someone in my family died
sadness,i was alone at home on new year 's eve
sadness,"when i learnt that i had to repeat the first year , i found the solution immediately but was blocked by many difficulties"
sadness,my grandmother died
sadness,when i went to see the result of an exam and saw that i had failed
sadness,"estrangement from my best woman friend we have been going different ways for quite some time now , but the break was total when she got married as her husband is unreasonably jealous of me"
sadness,i got to know about the death of a close friend
sadness,the loss of a person i loved very much
sadness,when i woke up after a nightmare
sadness,when my grandmother died
sadness,it was in the evening when i heard that my girl went to zambia and that she would never come back
